#PMID	NlmUniqueID	ISOAbbreviationBIOCHEMISTRY	CHEMISTRY_APPLIED	CHEMISTRY_MEDICINAL	CHEMISTRY_MULTIDISCIPLINARY	CHEMISTRY_ORGANIC	CHEMISTRY_PHYSICAL	ENDOCRINOLOGY	ENGINEERING_CHEMICAL	PHARMACOLOGY	POLYMER_SCIENCE	TOXICOLOGY
21826085	101083949	Pharmacogenomics J.	0	0	0	0	0	0	0	0	1	0	0
22080034	8602702	Toxicol Ind Health	0	0	0	0	0	0	0	0	0	0	1
22080035	8602702	Toxicol Ind Health	0	0	0	0	0	0	0	0	0	0	1
22080037	8602702	Toxicol Ind Health	0	0	0	0	0	0	0	0	0	0	1
22258629	8602702	Toxicol Ind Health	0	0	0	0	0	0	0	0	0	0	1
22269904	8207483	Food Chem. Toxicol.	0	0	0	0	0	0	0	0	0	0	1
22275383	8602702	Toxicol Ind Health	0	0	0	0	0	0	0	0	0	0	1
22288603	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22294443	8602702	Toxicol Ind Health	0	0	0	0	0	0	0	0	0	0	1
22301816	8602702	Toxicol Ind Health	0	0	0	0	0	0	0	0	0	0	1
22301818	8602702	Toxicol Ind Health	0	0	0	0	0	0	0	0	0	0	1
22303963	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22304302	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22310169	8500246	Aquat. Toxicol.	0	0	0	0	0	0	0	0	0	0	1
22310170	8500246	Aquat. Toxicol.	0	0	0	0	0	0	0	0	0	0	1
22312034	8602702	Toxicol Ind Health	0	0	0	0	0	0	0	0	0	0	1
22317823	8602702	Toxicol Ind Health	0	0	0	0	0	0	0	0	0	0	1
22317825	8602702	Toxicol Ind Health	0	0	0	0	0	0	0	0	0	0	1
22349814	8711562	Oncogene	1	0	0	0	0	0	0	0	0	0	0
22360797	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22370634	8711562	Oncogene	1	0	0	0	0	0	0	0	0	0	0
22370645	8711562	Oncogene	1	0	0	0	0	0	0	0	0	0	0
22372916	7802620	Drug Dev Ind Pharm	0	0	1	0	0	0	0	0	0	0	0
22385272	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22394118	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22397600	7802620	Drug Dev Ind Pharm	0	0	1	0	0	0	0	0	0	0	0
22397675	7802620	Drug Dev Ind Pharm	0	0	1	0	0	0	0	0	0	0	0
22397835	8602702	Toxicol Ind Health	0	0	0	0	0	0	0	0	0	0	1
22401597	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22404642	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22420410	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22424088	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22424117	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22430207	8711562	Oncogene	1	0	0	0	0	0	0	0	0	0	0
22445601	0236217	Neuropharmacology	0	0	0	0	1	0	0	0	1	0	0
22451355	8904486	Phytother Res	0	0	1	0	0	0	0	0	0	0	0
22455800	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22468693	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22468741	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22469981	8711562	Oncogene	1	0	0	0	0	0	0	0	0	0	0
22469988	8711562	Oncogene	1	0	0	0	0	0	0	0	0	0	0
22475014	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22480291	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22489960	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22497567	100960533	Curr. Drug Metab.	0	0	0	0	0	0	0	0	1	0	0
22502647	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22507666	0236217	Neuropharmacology	0	0	0	0	1	0	0	0	1	0	0
22510064	7802620	Drug Dev Ind Pharm	0	0	1	0	0	0	0	0	0	0	0
22512590	101094212	Mini Rev Med Chem	0	0	1	0	0	0	0	0	0	0	0
22516666	8907828	J. Psychopharmacol. (Oxford)	0	0	0	0	1	0	0	0	1	0	0
22533550	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22543584	8711562	Oncogene	1	0	0	0	0	0	0	0	0	0	0
22546615	0236217	Neuropharmacology	0	0	0	0	1	0	0	0	1	0	0
22546616	0236217	Neuropharmacology	0	0	0	0	1	0	0	0	1	0	0
22548348	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22548364	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22551786	0236217	Neuropharmacology	0	0	0	0	1	0	0	0	1	0	0
22559719	101167924	Nat. Prod. Res.	0	1	1	0	0	0	0	0	0	0	0
22561337	0217764	Horm Behav	0	0	0	0	0	0	1	0	0	0	0
22563917	7802620	Drug Dev Ind Pharm	0	0	1	0	0	0	0	0	0	0	0
22579656	0217764	Horm Behav	0	0	0	0	0	0	1	0	0	0	0
22580035	9715279	Pulm Pharmacol Ther	0	0	0	0	0	0	0	0	1	0	0
22580610	8711562	Oncogene	1	0	0	0	0	0	0	0	0	0	0
